logFile;Algorithm;Number of classes;Epsilon;Time limit;Number of multi-start runs for Gradient;multi_best;multi_worst;multi_mean;multi_median;multi_std_dev;multi_nb_best_found;multi_nb_runs;solutionValue;cpuTime;isFeasible
cinqCentSommets_A4.0_P2_EPS0.5.log;4.0;2;0.5;3600;missing;2526.0;2756.0;2639.16;2629.5;60.791836186603014;missing;50;2526.0;357.9947874546051;True
vingtEtunSommets_A4.0_P2_EPS0.5.log;4.0;2;0.5;3600;missing;77.0;80.0;78.92;79.0;0.8998866141727784;missing;50;77.0;0.02774190902709961;True
vingtTroisSommets_A4.0_P2_EPS0.5.log;4.0;2;0.5;3600;missing;69.0;85.0;74.26;72.0;5.146070424734443;missing;50;69.0;0.052345991134643555;True
dixSeptSommets_A4.0_P2_EPS1.0.log;4.0;2;1.0;3600;missing;0.0;0.0;0.0;0.0;0.0;missing;50;0.0;0.04531097412109375;True
cinqCentSommets_A4.0_P2_EPS0.0.log;4.0;2;0.0;3600;missing;3689.0;3831.0;3757.92;3764.0;33.79641328632978;missing;50;3689.0;0.578446626663208;True
dixSeptSommets_A4.0_P2_EPS0.5.log;4.0;2;0.5;3600;missing;36.0;48.0;41.48;39.0;4.674027237002893;missing;50;36.0;0.0194857120513916;True
vingtCinqSommets_A4.0_P2_EPS0.5.log;4.0;2;0.5;3600;missing;110.0;114.0;112.0;112.0;1.0301575072754254;missing;50;110.0;0.06277275085449219;True
dixSommets_A4.0_P2_EPS0.0.log;4.0;2;0.0;3600;missing;13.0;21.0;16.3;16.0;1.6812288994199742;missing;50;13.0;0.002023458480834961;True
vingtDeuxSommets_A4.0_P2_EPS1.0.log;4.0;2;1.0;3600;missing;0.0;0.0;0.0;0.0;0.0;missing;50;0.0;0.0876152515411377;True
centSommets_A4.0_P2_EPS0.0.log;4.0;2;0.0;3600;missing;974.0;1046.0;1013.6;1012.5;15.282376137504379;missing;50;974.0;0.048673152923583984;True
dixSommets_A4.0_P2_EPS0.5.log;4.0;2;0.5;3600;missing;8.0;13.0;9.78;10.0;1.5556349186104046;missing;50;8.0;0.004397869110107422;True
trenteSommets_A4.0_P2_EPS1.0.log;4.0;2;1.0;3600;missing;0.0;0.0;0.0;0.0;0.0;missing;50;0.0;0.2767140865325928;True
