logFile;Algorithm;Number of classes;Epsilon;Time limit;Number of multi-start runs for Gradient;multi_best;multi_worst;multi_mean;multi_median;multi_std_dev;multi_nb_best_found;multi_nb_runs;solutionValue;cpuTime;isFeasible
dixSeptSommets_A4.0_P2_EPS0.0.log;4.0;2;0.0;3600;missing;60.0;63.0;61.38;61.0;0.9874725519305975;missing;50;60.0;0.01291346549987793;True
vingtSommets_A4.0_P2_EPS0.5.log;4.0;2;0.5;3600;missing;28.0;45.0;36.66;37.0;3.925895192338238;missing;50;28.0;0.04327249526977539;True
cinquanteSommets_A4.0_P2_EPS1.0.log;4.0;2;1.0;3600;missing;0.0;0.0;0.0;0.0;0.0;missing;50;0.0;1.1724977493286133;True
quinzeSommets_A4.0_P2_EPS0.5.log;4.0;2;0.5;3600;missing;25.0;34.0;32.18;32.0;1.6498608475645848;missing;50;25.0;0.020693302154541016;True
cinquanteSommets_A4.0_P2_EPS0.0.log;4.0;2;0.0;3600;missing;237.0;275.0;255.64;255.0;8.724256590748835;missing;50;237.0;0.01761913299560547;True
vingtEtunSommets_A4.0_P2_EPS0.0.log;4.0;2;0.0;3600;missing;107.0;109.0;107.5;107.0;0.7354021529276429;missing;50;107.0;0.017607688903808594;True
vingtSommets_A4.0_P2_EPS0.0.log;4.0;2;0.0;3600;missing;47.0;59.0;52.52;52.0;3.0253351981597825;missing;50;47.0;0.004678249359130859;True
vingtEtunSommets_A4.0_P2_EPS1.0.log;4.0;2;1.0;3600;missing;0.0;0.0;0.0;0.0;0.0;missing;50;0.0;0.13284039497375488;True
quatreSommets_A4.0_P2_EPS1.0.log;4.0;2;1.0;3600;missing;0.0;0.0;0.0;0.0;0.0;missing;50;0.0;0.0015408992767333984;True
quinzeSommets_A4.0_P2_EPS0.0.log;4.0;2;0.0;3600;missing;43.0;47.0;44.66;44.0;1.3032142367771984;missing;50;43.0;0.02159404754638672;True
centSommets_A4.0_P2_EPS0.5.log;4.0;2;0.5;3600;missing;704.0;787.0;738.24;738.5;17.14352379656135;missing;50;704.0;4.3600404262542725;True
quatreSommets_A4.0_P2_EPS0.5.log;4.0;2;0.5;3600;missing;1.0;2.0;1.52;2.0;0.5046720495044484;missing;50;1.0;0.0012180805206298828;True
vingtDeuxSommets_A4.0_P2_EPS0.5.log;4.0;2;0.5;3600;missing;75.0;81.0;77.7;78.0;1.8433554143662771;missing;50;75.0;0.06686687469482422;True
quinzeSommets_A4.0_P2_EPS1.0.log;4.0;2;1.0;3600;missing;0.0;0.0;0.0;0.0;0.0;missing;50;0.0;0.04497480392456055;True
cinqSommets_A4.0_P2_EPS1.0.log;4.0;2;1.0;3600;missing;0.0;0.0;0.0;0.0;0.0;missing;50;0.0;0.0023202896118164062;True
vingtQuatreSommets_A4.0_P2_EPS1.0.log;4.0;2;1.0;3600;missing;0.0;0.0;0.0;0.0;0.0;missing;50;0.0;0.18370556831359863;True
cinqSommets_A4.0_P2_EPS0.0.log;4.0;2;0.0;3600;missing;4.0;4.0;4.0;4.0;0.0;missing;50;4.0;0.0015401840209960938;True
quatreSommets_A4.0_P2_EPS0.0.log;4.0;2;0.0;3600;missing;2.0;3.0;2.62;3.0;0.49031435147801467;missing;50;2.0;0.0008454322814941406;True
cinqSommets_A4.0_P2_EPS0.5.log;4.0;2;0.5;3600;missing;3.0;4.0;3.16;3.0;0.3703280399090206;missing;50;3.0;0.0018315315246582031;True
vingtDeuxSommets_A4.0_P2_EPS0.0.log;4.0;2;0.0;3600;missing;107.0;115.0;111.58;112.0;1.7967090096357068;missing;50;107.0;0.00643610954284668;True
milleSommets_A4.0_P2_EPS0.5.log;4.0;2;0.5;3600;missing;3475.0;3637.0;3552.36;3550.0;41.44125914090538;missing;50;3475.0;2297.206836462021;True
cinqCentSommets_A4.0_P2_EPS1.0.log;4.0;2;1.0;3600;missing;0.0;0.0;0.0;0.0;0.0;missing;50;0.0;1327.0577442646027;True
dixSommets_A4.0_P2_EPS1.0.log;4.0;2;1.0;3600;missing;0.0;12.0;0.72;0.0;2.8787752497851424;missing;50;0.0;0.011037111282348633;True
vingtCinqSommets_A4.0_P2_EPS1.0.log;4.0;2;1.0;3600;missing;0.0;0.0;0.0;0.0;0.0;missing;50;0.0;0.2145218849182129;True
vingtTroisSommets_A4.0_P2_EPS0.0.log;4.0;2;0.0;3600;missing;116.0;121.0;118.2;118.0;1.228903609577518;missing;50;116.0;0.022820234298706055;True
cinquanteSommets_A4.0_P2_EPS0.5.log;4.0;2;0.5;3600;missing;161.0;202.0;180.02;179.0;8.895057100228561;missing;50;161.0;0.40766096115112305;True
vingtSommets_A4.0_P2_EPS1.0.log;4.0;2;1.0;3600;missing;0.0;0.0;0.0;0.0;0.0;missing;50;0.0;0.07520723342895508;True
vingtCinqSommets_A4.0_P2_EPS0.0.log;4.0;2;0.0;3600;missing;152.0;155.0;153.24;153.0;1.0796824930109248;missing;50;152.0;0.031102895736694336;True
dixMilleSommets_A4.0_P2_EPS0.0.log;4.0;2;0.0;3600;missing;4998380.0;5003107.0;5000587.74;5000469.5;1199.8424183948457;missing;50;4998380.0;607.917906999588;True
trenteSommets_A4.0_P2_EPS0.5.log;4.0;2;0.5;3600;missing;137.0;150.0;144.74;145.0;3.25018052873802;missing;50;137.0;0.15125346183776855;True
trenteSommets_A4.0_P2_EPS0.0.log;4.0;2;0.0;3600;missing;199.0;211.0;204.52;205.0;2.8872697363793782;missing;50;199.0;0.010567188262939453;True
vingtQuatreSommets_A4.0_P2_EPS0.5.log;4.0;2;0.5;3600;missing;89.0;102.0;94.26;91.0;5.641717787326546;missing;50;89.0;0.08376407623291016;True
milleSommets_A4.0_P2_EPS0.0.log;4.0;2;0.0;3600;missing;4895.0;5083.0;4996.74;4995.5;41.02752187276741;missing;50;4895.0;2.0152676105499268;True
vingtTroisSommets_A4.0_P2_EPS1.0.log;4.0;2;1.0;3600;missing;0.0;0.0;0.0;0.0;0.0;missing;50;0.0;0.15859317779541016;True
vingtQuatreSommets_A4.0_P2_EPS0.0.log;4.0;2;0.0;3600;missing;131.0;133.0;132.04;132.0;0.7273098320775917;missing;50;131.0;0.007329225540161133;True
centSommets_A4.0_P2_EPS1.0.log;4.0;2;1.0;3600;missing;0.0;0.0;0.0;0.0;0.0;missing;50;0.0;15.058223485946655;True
cinqCentSommets_A4.0_P2_EPS0.5.log;4.0;2;0.5;3600;missing;2556.0;2749.0;2643.74;2626.5;54.360403506483976;missing;50;2556.0;380.1050055027008;True
vingtEtunSommets_A4.0_P2_EPS0.5.log;4.0;2;0.5;3600;missing;77.0;80.0;78.34;78.0;0.9391702807939201;missing;50;77.0;0.06102108955383301;True
vingtTroisSommets_A4.0_P2_EPS0.5.log;4.0;2;0.5;3600;missing;69.0;85.0;74.24;72.0;5.293661978522726;missing;50;69.0;0.07261013984680176;True
dixSeptSommets_A4.0_P2_EPS1.0.log;4.0;2;1.0;3600;missing;0.0;0.0;0.0;0.0;0.0;missing;50;0.0;0.06221890449523926;True
cinqCentSommets_A4.0_P2_EPS0.0.log;4.0;2;0.0;3600;missing;3661.0;3894.0;3758.46;3757.0;44.324964173472175;missing;50;3661.0;0.5876588821411133;True
dixSeptSommets_A4.0_P2_EPS0.5.log;4.0;2;0.5;3600;missing;46.0;48.0;47.28;47.0;0.5728553615932406;missing;50;46.0;0.029381752014160156;True
vingtCinqSommets_A4.0_P2_EPS0.5.log;4.0;2;0.5;3600;missing;110.0;114.0;112.06;112.0;1.202208851426814;missing;50;110.0;0.0952911376953125;True
dixSommets_A4.0_P2_EPS0.0.log;4.0;2;0.0;3600;missing;13.0;21.0;16.86;17.0;1.666108750156165;missing;50;13.0;0.002050161361694336;True
vingtDeuxSommets_A4.0_P2_EPS1.0.log;4.0;2;1.0;3600;missing;0.0;0.0;0.0;0.0;0.0;missing;50;0.0;0.13964509963989258;True
centSommets_A4.0_P2_EPS0.0.log;4.0;2;0.0;3600;missing;971.0;1038.0;1005.38;1003.5;16.2278294598998;missing;50;971.0;0.04857206344604492;True
dixSommets_A4.0_P2_EPS0.5.log;4.0;2;0.5;3600;missing;8.0;13.0;10.92;11.0;1.306811042974774;missing;50;8.0;0.00687861442565918;True
trenteSommets_A4.0_P2_EPS1.0.log;4.0;2;1.0;3600;missing;0.0;0.0;0.0;0.0;0.0;missing;50;0.0;0.3718385696411133;True
