logFile;data_file;p;epsilon;nb_runs;elapsed_time;best;worst;mean;median;std_dev;nb_best_found;cpu_total;cpu_mean;T0_best;Tf_best;T0_mean;Tf_mean;solution_file
centSommets_A5.0_P6_EPS0.0.log;data/centSommets.txt;6;0.0;50;1.635953426361084;1488.0;1519.0;1499.96;1499.0;7.626377426607028;3;1.6100265979766846;0.03220053195953369;9.727960743353293;0.09727960743353294;11.286688071543171;0.1128668807154317;data_2026-04-15_14-37-57/solutions/centSommets_A5.0_P6_EPS0.0.sol
centSommets_A5.0_P6_EPS0.5.log;data/centSommets.txt;6;0.5;50;1.216324806213379;1358.0;1449.0;1402.6;1403.5;21.29769557334065;1;1.1901051998138428;0.023802103996276854;11.148898829461077;0.11148898829461076;14.342734375139369;0.14342734375139368;data_2026-04-15_14-37-57/solutions/centSommets_A5.0_P6_EPS0.5.sol
centSommets_A5.0_P6_EPS1.0.log;data/centSommets.txt;6;1.0;50;1.073796033859253;1155.0;1215.0;1179.3;1179.5;11.59917308804945;1;1.0483229160308838;0.020966458320617675;12.425755780963527;0.12425755780963528;14.777726257160483;0.14777726257160484;data_2026-04-15_14-37-57/solutions/centSommets_A5.0_P6_EPS1.0.sol
cinqCentSommets_A5.0_P6_EPS0.0.log;data/cinqCentSommets.txt;6;0.0;50;6.348822593688965;5112.0;5181.0;5143.66;5143.0;14.350723511590711;1;6.2412497997283936;0.12482499599456787;12.27155228498405;0.12271552284984051;12.456834610122709;0.12456834610122709;data_2026-04-15_14-37-57/solutions/cinqCentSommets_A5.0_P6_EPS0.0.sol
cinqCentSommets_A5.0_P6_EPS0.5.log;data/cinqCentSommets.txt;6;0.5;50;5.2146077156066895;4659.0;4947.0;4788.0;4783.5;67.09451146992394;1;5.107541799545288;0.10215083599090576;13.259247596019886;0.13259247596019885;12.828103756540918;0.12828103756540918;data_2026-04-15_14-37-57/solutions/cinqCentSommets_A5.0_P6_EPS0.5.sol
cinqCentSommets_A5.0_P6_EPS1.0.log;data/cinqCentSommets.txt;6;1.0;50;4.779170989990234;4021.0;4312.0;4084.06;4079.5;43.27199688350093;1;4.672928094863892;0.09345856189727783;12.36464550663092;0.1236464550663092;12.845810081861751;0.12845810081861753;data_2026-04-15_14-37-57/solutions/cinqCentSommets_A5.0_P6_EPS1.0.sol
cinqSommets_A5.0_P6_EPS0.0.log;data/cinqSommets.txt;6;0.0;50;missing;missing;missing;missing;missing;missing;missing;missing;missing;missing;missing;missing;missing;missing
cinqSommets_A5.0_P6_EPS0.5.log;data/cinqSommets.txt;6;0.5;50;missing;missing;missing;missing;missing;missing;missing;missing;missing;missing;missing;missing;missing;missing
cinqSommets_A5.0_P6_EPS1.0.log;data/cinqSommets.txt;6;1.0;50;missing;missing;missing;missing;missing;missing;missing;missing;missing;missing;missing;missing;missing;missing
cinquanteSommets_A5.0_P6_EPS0.0.log;data/cinquanteSommets.txt;6;0.0;50;0.5697317123413086;356.0;373.0;365.66;366.0;3.679008295834127;1;0.5614473819732666;0.011228947639465333;8.664078894267465;0.08664078894267466;8.85688979054527;0.08856889790545272;data_2026-04-15_14-37-57/solutions/cinquanteSommets_A5.0_P6_EPS0.0.sol
cinquanteSommets_A5.0_P6_EPS0.5.log;data/cinquanteSommets.txt;6;0.5;50;0.3979663848876953;311.0;331.0;321.92;321.0;4.663536365095852;1;0.38987112045288086;0.007797422409057617;8.351737492123027;0.08351737492123026;10.127231861235014;0.10127231861235014;data_2026-04-15_14-37-57/solutions/cinquanteSommets_A5.0_P6_EPS0.5.sol
cinquanteSommets_A5.0_P6_EPS1.0.log;data/cinquanteSommets.txt;6;1.0;50;0.3696150779724121;273.0;320.0;284.54;284.0;7.600241671775165;1;0.36159276962280273;0.007231855392456054;8.738769229562873;0.08738769229562873;10.539253382830283;0.10539253382830283;data_2026-04-15_14-37-57/solutions/cinquanteSommets_A5.0_P6_EPS1.0.sol
dixSeptSommets_A5.0_P6_EPS0.0.log;data/dixSeptSommets.txt;6;0.0;50;0.27923583984375;102.0;102.0;102.0;102.0;0.0;50;0.2765982151031494;0.005531964302062989;4.481420117724551;0.04481420117724551;4.521780733691635;0.045217807336916355;data_2026-04-15_14-37-57/solutions/dixSeptSommets_A5.0_P6_EPS0.0.sol
dixSeptSommets_A5.0_P6_EPS0.5.log;data/dixSeptSommets.txt;6;0.5;50;0.12215185165405273;87.0;90.0;88.12;88.0;0.5938459911664722;4;0.1195371150970459;0.002390742301940918;8.402662720733533;0.08402662720733532;7.774227710699052;0.07774227710699053;data_2026-04-15_14-37-57/solutions/dixSeptSommets_A5.0_P6_EPS0.5.sol
dixSeptSommets_A5.0_P6_EPS1.0.log;data/dixSeptSommets.txt;6;1.0;50;0.11357760429382324;81.0;82.0;81.54;82.0;0.5034574339058885;23;0.11095571517944336;0.002219114303588867;6.442041419229041;0.06442041419229041;8.425326317173878;0.08425326317173878;data_2026-04-15_14-37-57/solutions/dixSeptSommets_A5.0_P6_EPS1.0.sol
dixSommets_A5.0_P6_EPS0.0.log;data/dixSommets.txt;6;0.0;50;0.11522388458251953;25.0;25.0;25.0;25.0;0.0;50;0.11376333236694336;0.002275266647338867;4.481420117724551;0.04481420117724551;4.41179171537006;0.0441179171537006;data_2026-04-15_14-37-57/solutions/dixSommets_A5.0_P6_EPS0.0.sol
dixSommets_A5.0_P6_EPS0.5.log;data/dixSommets.txt;6;0.5;50;0.06330347061157227;21.0;22.0;21.14;21.0;0.35050983275386566;43;0.06184077262878418;0.0012368154525756836;4.86554184210094;0.04865541842100941;5.54304743982639;0.0554304743982639;data_2026-04-15_14-37-57/solutions/dixSommets_A5.0_P6_EPS0.5.sol
dixSommets_A5.0_P6_EPS1.0.log;data/dixSommets.txt;6;1.0;50;0.057569026947021484;17.0;19.0;18.04;18.0;0.6688399948982643;10;0.0561070442199707;0.0011221408843994141;5.0279347662275455;0.05027934766227546;6.169471688669991;0.06169471688669991;data_2026-04-15_14-37-57/solutions/dixSommets_A5.0_P6_EPS1.0.sol
milleSommets_A5.0_P6_EPS0.0.log;data/milleSommets.txt;6;0.0;50;12.739705085754395;6359.0;6463.0;6411.5;6410.5;22.591537154881873;1;12.575951099395752;0.25151902198791504;10.015452867751844;0.10015452867751844;10.558109762149568;0.10558109762149567;data_2026-04-15_14-37-57/solutions/milleSommets_A5.0_P6_EPS0.0.sol
milleSommets_A5.0_P6_EPS0.5.log;data/milleSommets.txt;6;0.5;50;8.505678415298462;5797.0;6111.0;5946.42;5939.0;71.54592930418893;1;8.341277360916138;0.16682554721832277;10.605681021065063;0.10605681021065064;10.744815456990619;0.1074481545699062;data_2026-04-15_14-37-57/solutions/milleSommets_A5.0_P6_EPS0.5.sol
milleSommets_A5.0_P6_EPS1.0.log;data/milleSommets.txt;6;1.0;50;7.832736492156982;4972.0;5261.0;5069.88;5054.0;63.327667487345174;1;7.670359134674072;0.15340718269348144;11.071743820260656;0.11071743820260656;10.802472315263936;0.10802472315263935;data_2026-04-15_14-37-57/solutions/milleSommets_A5.0_P6_EPS1.0.sol
quatreSommets_A5.0_P6_EPS0.0.log;data/quatreSommets.txt;6;0.0;50;missing;missing;missing;missing;missing;missing;missing;missing;missing;missing;missing;missing;missing;missing
quatreSommets_A5.0_P6_EPS0.5.log;data/quatreSommets.txt;6;0.5;50;missing;missing;missing;missing;missing;missing;missing;missing;missing;missing;missing;missing;missing;missing
quatreSommets_A5.0_P6_EPS1.0.log;data/quatreSommets.txt;6;1.0;50;missing;missing;missing;missing;missing;missing;missing;missing;missing;missing;missing;missing;missing;missing
quinzeSommets_A5.0_P6_EPS0.0.log;data/quinzeSommets.txt;6;0.0;50;0.16906046867370605;76.0;78.0;76.2;76.0;0.45175395145262565;41;0.1667191982269287;0.0033343839645385742;4.481420117724551;0.04481420117724551;5.042229090448664;0.05042229090448665;data_2026-04-15_14-37-57/solutions/quinzeSommets_A5.0_P6_EPS0.0.sol
quinzeSommets_A5.0_P6_EPS0.5.log;data/quinzeSommets.txt;6;0.5;50;0.11037731170654297;70.0;72.0;70.06;70.0;0.31363569143000214;48;0.10805344581604004;0.002161068916320801;7.197432310284884;0.07197432310284885;6.708737355438038;0.06708737355438038;data_2026-04-15_14-37-57/solutions/quinzeSommets_A5.0_P6_EPS0.5.sol
quinzeSommets_A5.0_P6_EPS1.0.log;data/quinzeSommets.txt;6;1.0;50;0.10078287124633789;61.0;66.0;63.12;63.0;1.1183077594731958;4;0.09850764274597168;0.0019701528549194336;7.509406683754652;0.07509406683754652;7.520743133284263;0.07520743133284263;data_2026-04-15_14-37-57/solutions/quinzeSommets_A5.0_P6_EPS1.0.sol
trenteSommets_A5.0_P6_EPS0.0.log;data/trenteSommets.txt;6;0.0;50;1.1927108764648438;337.0;346.0;340.5;341.0;1.787142286170972;3;1.1867730617523193;0.023735461235046388;1.0;0.01;1.0;0.01;data_2026-04-15_14-37-57/solutions/trenteSommets_A5.0_P6_EPS0.0.sol
trenteSommets_A5.0_P6_EPS0.5.log;data/trenteSommets.txt;6;0.5;50;0.27354001998901367;296.0;298.0;296.84;297.0;0.7655863432556721;19;0.2676982879638672;0.005353965759277344;10.13654550437696;0.10136545504376959;10.090276427095874;0.10090276427095875;data_2026-04-15_14-37-57/solutions/trenteSommets_A5.0_P6_EPS0.5.sol
trenteSommets_A5.0_P6_EPS1.0.log;data/trenteSommets.txt;6;1.0;50;0.26020288467407227;261.0;275.0;267.44;267.0;3.0516639823585576;1;0.25434231758117676;0.005086846351623535;11.523651731291702;0.11523651731291702;11.589198425548068;0.11589198425548068;data_2026-04-15_14-37-57/solutions/trenteSommets_A5.0_P6_EPS1.0.sol
vingtCinqSommets_A5.0_P6_EPS0.0.log;data/vingtCinqSommets.txt;6;0.0;50;0.3195927143096924;246.0;247.0;246.14;246.0;0.35050983275386566;43;0.31490445137023926;0.006298089027404785;7.133689166990101;0.07133689166990101;7.143142260738229;0.07143142260738229;data_2026-04-15_14-37-57/solutions/vingtCinqSommets_A5.0_P6_EPS0.0.sol
vingtCinqSommets_A5.0_P6_EPS0.5.log;data/vingtCinqSommets.txt;6;0.5;50;0.21871113777160645;227.0;228.0;227.16;227.0;0.3703280399090206;42;0.21382498741149902;0.00427649974822998;10.583779426966492;0.10583779426966493;9.915676449626948;0.09915676449626948;data_2026-04-15_14-37-57/solutions/vingtCinqSommets_A5.0_P6_EPS0.5.sol
vingtCinqSommets_A5.0_P6_EPS1.0.log;data/vingtCinqSommets.txt;6;1.0;50;0.20156502723693848;203.0;204.0;203.1;203.0;0.30304576336566325;45;0.1969137191772461;0.003938274383544922;9.552500777254965;0.09552500777254964;11.396464088237002;0.11396464088237002;data_2026-04-15_14-37-57/solutions/vingtCinqSommets_A5.0_P6_EPS1.0.sol
vingtDeuxSommets_A5.0_P6_EPS0.0.log;data/vingtDeuxSommets.txt;6;0.0;50;0.3088850975036621;182.0;182.0;182.0;182.0;0.0;50;0.3050999641418457;0.006101999282836914;4.7801814589061875;0.047801814589061874;4.947695566066887;0.04947695566066887;data_2026-04-15_14-37-57/solutions/vingtDeuxSommets_A5.0_P6_EPS0.0.sol
vingtDeuxSommets_A5.0_P6_EPS0.5.log;data/vingtDeuxSommets.txt;6;0.5;50;0.18120741844177246;162.0;163.0;162.16;162.0;0.3703280399090206;42;0.17747759819030762;0.0035495519638061523;9.083959698090306;0.09083959698090306;8.872388067783097;0.08872388067783098;data_2026-04-15_14-37-57/solutions/vingtDeuxSommets_A5.0_P6_EPS0.5.sol
